EnrollmentID,StudentID,CourseID,FinalScore,Pass_Fail,Gender,Age,PriorAttempts,ParentEduLevel,TotalLoginDays,MeanVideoTime,AvgDaysLate,ForumPostsCount,ForumVotesReceived,MidtermScore,CourseCategory,SchoolID
933,234,C101,0,Withdrawn,Female,33,4,3,16,254,-4.8,13,46,77,STEM,S1
934,211,C101,15,Withdrawn,Male,41,2,1,83,88,1.6,10,180,45,Arts,S1
935,50,C101,4,Withdrawn,Male,29,3,2,81,195,-0.3,10,46,54,Business,S3
936,224,C301,70,Pass,Male,43,1,2,32,242,-1.6,33,84,47,Arts,S2
937,109,C101,8,Withdrawn,Male,41,1,1,62,43,-3.2,24,111,89,STEM,S3
938,209,C101,51,Fail,Male,34,2,5,54,254,-4.5,6,50,59,STEM,S2
939,358,C201,22,Withdrawn,Female,30,1,3,74,117,-1.2,9,155,47,Business,S2
940,230,C301,56,Fail,Female,33,0,5,82,37,1.8,24,49,87,Arts,S1
941,181,C101,72,Pass,Male,42,3,3,71,37,1.3,47,44,75,Arts,S1
942,11,C401,9,Withdrawn,Male,30,5,4,85,97,-3.0,11,5,52,Arts,S3
943,72,C201,67,Pass,Female,43,4,3,88,250,-3.6,46,62,52,Arts,S1
944,84,C301,21,Withdrawn,Male,41,5,3,48,225,3.4,29,28,77,Business,S1
945,443,C201,76,Pass,Female,34,5,4,56,137,4.4,38,72,77,Business,S1
946,191,C101,70,Pass,Female,25,3,4,89,153,3.8,17,96,88,STEM,S2
947,70,C101,8,Withdrawn,Female,42,4,1,77,112,-1.2,48,200,62,STEM,S2
948,8,C401,69,Pass,Male,22,2,3,58,179,-2.8,12,88,56,Arts,S1
949,371,C201,40,Fail,Male,33,5,5,54,283,3.4,8,166,82,Business,S3
950,423,C201,41,Fail,Female,35,5,4,82,70,3.9,8,71,89,Business,S2
951,352,C101,98,Pass,Male,30,1,2,72,114,0.8,22,82,76,STEM,S3
952,471,C101,77,Pass,Female,39,2,2,41,49,-1.1,15,163,81,STEM,S3
953,430,C301,87,Pass,Male,21,0,5,46,40,-2.4,18,126,52,STEM,S1
954,176,C101,84,Pass,Female,39,4,3,10,212,-0.9,1,56,80,Business,S2
955,484,C201,87,Pass,Female,25,3,1,21,190,3.7,49,196,87,Business,S1
956,112,C201,11,Withdrawn,Female,37,4,4,13,270,-3.5,22,36,67,Business,S1
957,91,C301,56,Fail,Female,35,0,3,55,264,4.8,32,159,73,Business,S3
958,77,C101,20,Withdrawn,Male,40,4,5,53,225,-4.3,7,19,46,Arts,S1
959,401,C401,14,Withdrawn,Female,25,1,5,40,297,1.4,13,114,53,STEM,S2
960,309,C401,22,Withdrawn,Female,23,2,1,83,198,-1.6,50,101,66,STEM,S2
961,458,C201,100,Pass,Male,40,2,2,54,259,0.5,40,127,46,Business,S3
962,115,C201,13,Withdrawn,Female,31,1,4,44,126,-3.8,23,43,80,Arts,S1
963,481,C301,93,Pass,Female,18,2,3,60,183,2.8,41,92,60,Arts,S3
964,297,C101,21,Withdrawn,Female,30,5,5,42,292,0.1,20,105,88,STEM,S3
965,55,C201,17,Withdrawn,Male,29,4,3,37,249,1.4,34,169,86,Business,S1
966,107,C201,41,Fail,Female,31,2,4,56,229,0.5,4,34,83,STEM,S3
967,362,C401,33,Withdrawn,Male,19,3,2,41,292,-3.9,50,84,72,Business,S1
968,228,C101,63,Pass,Male,34,0,5,69,184,-5.0,6,138,66,Business,S1
969,193,C101,87,Pass,Female,28,3,4,22,259,2.8,35,68,83,STEM,S2
970,90,C301,7,Withdrawn,Female,29,3,3,75,110,-4.4,5,106,93,Business,S2
971,202,C401,97,Pass,Male,33,4,4,33,160,-0.8,25,159,53,Arts,S3
972,72,C301,91,Pass,Female,29,4,1,85,271,0.8,4,135,49,Business,S2
973,484,C401,2,Withdrawn,Male,29,1,4,89,124,1.2,50,148,64,Arts,S3
974,252,C101,1,Withdrawn,Female,38,2,1,35,283,-0.2,16,198,62,Arts,S1
975,337,C401,35,Withdrawn,Female,35,3,4,52,203,0.1,42,193,89,Business,S3
976,287,C101,82,Pass,Female,43,1,5,65,221,1.7,33,6,52,Arts,S1
977,230,C201,68,Pass,Female,34,4,3,11,185,4.7,41,56,71,Business,S1
978,226,C101,71,Pass,Female,26,3,2,19,207,2.2,41,44,94,Business,S3
979,426,C201,25,Withdrawn,Female,32,0,1,27,38,3.2,20,114,67,Business,S1
980,328,C101,18,Withdrawn,Male,33,3,1,75,131,-0.9,11,118,60,Business,S3
981,169,C401,77,Pass,Female,23,0,2,33,298,-3.3,14,94,88,Business,S1
982,436,C401,55,Fail,Male,21,3,2,68,206,-2.5,3,75,53,STEM,S1
983,494,C201,31,Withdrawn,Male,36,3,3,66,233,0.4,38,106,41,Business,S1
984,20,C401,78,Pass,Male,20,1,2,75,100,1.9,27,52,53,Arts,S3
985,133,C301,45,Fail,Female,25,0,2,71,156,-0.3,37,64,56,Arts,S1
986,134,C201,95,Pass,Female,44,0,3,54,234,-2.5,44,114,84,Business,S3
987,440,C401,15,Withdrawn,Male,21,0,2,53,148,-1.0,25,43,83,STEM,S3
988,464,C101,67,Pass,Male,21,0,5,24,56,2.2,22,186,68,STEM,S2
989,231,C301,61,Pass,Male,18,2,1,62,102,4.4,27,61,68,STEM,S1
990,305,C401,44,Fail,Male,43,3,1,56,63,-4.2,22,141,70,Arts,S3
991,364,C201,0,Withdrawn,Male,37,5,1,24,146,-3.1,30,175,69,STEM,S1
992,425,C301,56,Fail,Male,26,1,3,86,84,0.6,33,74,83,Arts,S2
993,24,C101,42,Fail,Male,25,5,2,70,212,-1.4,31,79,67,Arts,S1
994,347,C201,28,Withdrawn,Male,31,4,2,75,137,4.6,31,42,41,Arts,S3
995,427,C101,3,Withdrawn,Male,39,5,3,37,154,-0.0,34,29,57,STEM,S1
996,403,C101,82,Pass,Male,43,0,1,52,44,1.2,23,9,40,Arts,S3
997,197,C401,33,Withdrawn,Male,44,0,1,62,60,0.5,44,147,64,STEM,S2
998,441,C101,41,Fail,Female,37,2,3,44,211,-2.0,28,153,93,Arts,S2
999,240,C101,67,Pass,Female,33,0,3,11,35,4.9,50,141,85,Business,S1
1000,231,C401,91,Pass,Male,45,2,2,19,180,-1.6,35,47,91,STEM,S2
