EnrollmentID,StudentID,WeekNum,WeeklyLoginCount,WeeklyClickTotal,WeeklyVideoViews,WeeklyForumPosts,CumulativeAssignmentScore
739,231,12,5,174,7,5,99
739,231,13,6,179,11,1,107
739,231,14,8,145,0,5,113
739,231,15,6,208,4,4,127
740,463,1,11,105,1,1,8
740,463,2,7,153,1,4,13
740,463,3,7,221,20,0,24
740,463,4,11,212,13,2,32
740,463,5,6,216,3,1,39
740,463,6,10,219,20,1,44
740,463,7,13,274,7,1,53
740,463,8,9,277,3,4,65
740,463,9,9,155,8,4,74
740,463,10,8,158,17,4,80
740,463,11,10,172,14,4,92
740,463,12,11,138,8,3,105
740,463,13,10,142,7,3,118
740,463,14,7,244,0,3,127
740,463,15,7,101,18,0,139
741,343,1,6,237,3,2,5
741,343,2,13,118,6,1,11
741,343,3,11,207,20,2,17
741,343,4,6,214,12,5,31
741,343,5,4,218,13,0,37
741,343,6,6,173,5,0,46
741,343,7,4,236,20,5,51
741,343,8,9,169,7,2,62
741,343,9,9,165,19,2,67
741,343,10,8,124,7,4,78
741,343,11,8,118,11,4,92
741,343,12,6,50,0,0,99
741,343,13,11,142,1,2,105
741,343,14,5,232,2,3,110
741,343,15,5,271,14,4,117
742,475,1,5,200,3,5,12
742,475,2,6,53,19,1,24
742,475,3,5,74,10,1,37
742,475,4,7,160,5,3,50
742,475,5,5,245,13,5,60
742,475,6,10,71,7,5,67
742,475,7,9,149,6,3,80
742,475,8,5,128,19,0,87
742,475,9,6,126,14,5,97
742,475,10,10,152,11,3,103
742,475,11,9,129,10,5,115
742,475,12,7,152,20,1,122
742,475,13,5,201,18,5,127
742,475,14,8,120,2,3,134
742,475,15,7,197,10,1,143
743,5,1,10,290,14,4,7
743,5,2,10,119,12,3,20
743,5,3,11,298,19,1,33
743,5,4,11,181,14,2,45
743,5,5,7,178,19,1,56
743,5,6,8,317,13,3,68
743,5,7,8,187,9,5,75
743,5,8,9,168,7,1,80
743,5,9,8,208,9,2,93
743,5,10,12,177,10,3,106
743,5,11,11,265,12,4,114
743,5,12,7,186,8,5,123
743,5,13,10,233,9,3,134
743,5,14,8,193,15,3,143
743,5,15,13,201,0,3,151
744,389,1,10,139,9,5,13
744,389,2,5,147,2,0,19
744,389,3,4,75,6,0,27
744,389,4,9,65,8,4,37
744,389,5,3,134,1,0,44
744,389,6,6,115,16,5,56
744,389,7,2,106,13,2,68
744,389,8,4,115,16,2,74
744,389,9,3,153,2,5,80
744,389,10,8,188,14,4,91
744,389,11,5,189,3,5,100
744,389,12,4,151,6,1,107
744,389,13,4,86,14,4,119
744,389,14,3,113,4,0,128
744,389,15,4,154,4,0,138
745,471,1,9,264,20,5,10
745,471,2,7,230,1,0,19
745,471,3,10,171,13,1,27
745,471,4,7,190,1,3,41
745,471,5,10,261,0,2,47
745,471,6,12,175,0,1,54
745,471,7,12,204,8,1,64
745,471,8,12,215,10,3,78
745,471,9,10,277,16,3,84
745,471,10,8,172,1,5,95
745,471,11,11,171,10,1,105
745,471,12,11,141,2,2,111
745,471,13,11,184,16,2,119
745,471,14,6,271,15,2,128
745,471,15,7,152,2,1,140
746,465,1,5,107,18,2,10
746,465,2,9,48,9,0,15
746,465,3,9,199,13,1,24
746,465,4,4,165,17,1,38
746,465,5,6,58,14,2,51
746,465,6,2,126,7,4,65
746,465,7,2,64,14,0,71
746,465,8,5,116,6,0,83
746,465,9,7,107,5,1,94
746,465,10,7,120,13,0,108
746,465,11,9,135,15,0,116
746,465,12,4,116,20,0,126
746,465,13,9,182,10,4,138
746,465,14,8,171,3,5,143
746,465,15,8,70,14,2,155
747,366,1,10,215,4,5,11
747,366,2,13,190,14,4,19
747,366,3,7,224,5,2,27
747,366,4,12,228,12,0,39
747,366,5,13,136,17,5,47
747,366,6,9,227,17,1,59
747,366,7,8,130,3,5,73
747,366,8,10,248,12,5,84
747,366,9,9,182,1,4,94
747,366,10,9,235,15,3,101
747,366,11,7,183,10,0,114
747,366,12,9,262,1,1,128
747,366,13,5,252,11,1,133
747,366,14,13,280,16,3,144
747,366,15,5,185,10,4,155
748,177,1,8,179,12,2,6
748,177,2,13,230,4,5,15
748,177,3,6,234,15,0,24
748,177,4,9,270,15,0,35
748,177,5,13,182,10,1,43
748,177,6,8,262,10,5,56
748,177,7,10,250,10,1,70
748,177,8,11,265,14,1,76
748,177,9,12,199,12,3,81
748,177,10,8,164,4,2,94
748,177,11,9,220,1,0,100
748,177,12,8,162,17,0,107
748,177,13,5,290,5,0,113
748,177,14,11,244,19,0,126
748,177,15,12,186,20,5,139
749,443,1,6,224,1,2,13
749,443,2,11,161,1,5,20
749,443,3,8,133,1,3,25
749,443,4,10,86,13,0,38
749,443,5,10,303,9,5,44
749,443,6,7,242,14,4,51
749,443,7,12,196,15,4,65
749,443,8,7,221,18,1,71
749,443,9,7,186,7,4,85
749,443,10,7,210,13,2,95
749,443,11,10,125,18,0,108
749,443,12,12,174,0,2,113
749,443,13,8,232,16,4,124
749,443,14,8,224,19,3,129
749,443,15,13,245,5,3,135
750,477,1,8,204,9,4,12
750,477,2,5,155,16,0,17
750,477,3,10,230,18,1,28
750,477,4,4,121,14,3,33
750,477,5,5,174,6,2,43
750,477,6,7,108,3,2,52
750,477,7,6,213,9,3,61
750,477,8,11,185,8,1,70
750,477,9,7,197,17,4,82
750,477,10,3,192,14,1,90
750,477,11,5,243,15,5,100
750,477,12,4,127,0,3,105
750,477,13,6,131,13,2,110
750,477,14,11,141,11,0,119
750,477,15,6,188,7,2,124
751,435,1,6,242,11,2,9
751,435,2,12,123,20,4,22
751,435,3,6,206,19,4,32
751,435,4,10,261,10,1,37
751,435,5,10,241,16,1,48
751,435,6,11,192,17,0,59
751,435,7,6,163,5,5,70
751,435,8,10,117,5,2,80
751,435,9,11,154,17,3,94
751,435,10,11,249,12,0,107
751,435,11,9,103,10,2,114
751,435,12,7,161,7,3,126
751,435,13,5,189,9,5,132
751,435,14,14,188,3,3,144
751,435,15,9,138,17,5,149
752,487,1,5,187,9,0,8
752,487,2,6,186,17,2,13
752,487,3,14,221,11,2,26
752,487,4,11,150,3,5,39
752,487,5,5,223,17,3,53
752,487,6,12,179,6,4,60
752,487,7,8,171,10,4,72
752,487,8,11,221,4,4,82
752,487,9,6,157,8,3,96
752,487,10,7,269,19,5,108
752,487,11,11,249,17,4,120
752,487,12,5,189,13,5,125
752,487,13,8,161,20,3,136
752,487,14,8,239,4,3,141
752,487,15,10,271,13,4,155
753,446,1,9,259,3,5,8
753,446,2,10,175,8,2,18
753,446,3,4,128,17,2,29
753,446,4,8,133,17,4,41
753,446,5,9,100,4,1,47
753,446,6,11,214,17,3,61
753,446,7,7,237,0,1,71
753,446,8,7,206,14,1,85
753,446,9,6,93,12,2,99
753,446,10,8,211,4,5,109
753,446,11,3,188,5,3,119
753,446,12,6,264,6,2,124
753,446,13,6,141,11,3,132
753,446,14,8,241,15,2,140
753,446,15,11,80,9,0,150
754,119,1,5,179,8,0,6
754,119,2,8,141,20,1,17
754,119,3,11,223,11,5,28
754,119,4,3,200,18,0,38
754,119,5,7,194,12,3,47
754,119,6,11,194,17,2,60
754,119,7,10,117,17,1,69
754,119,8,11,123,3,5,82
754,119,9,11,201,20,2,94
754,119,10,9,162,10,5,99
754,119,11,6,121,8,2,112
754,119,12,10,255,8,5,125
754,119,13,7,225,6,3,137
754,119,14,6,205,4,2,144
754,119,15,8,172,12,5,151
755,154,1,13,244,7,1,14
755,154,2,7,222,20,1,26
755,154,3,10,184,16,5,31
755,154,4,5,240,13,3,45
755,154,5,10,255,10,3,58
755,154,6,7,234,20,5,72
755,154,7,12,202,2,4,84
755,154,8,11,178,2,3,92
755,154,9,6,285,6,5,104
755,154,10,7,259,7,1,118
755,154,11,9,165,13,4,129
755,154,12,11,270,3,3,143
755,154,13,8,276,1,2,151
755,154,14,7,280,2,0,163
755,154,15,12,162,20,3,171
756,35,1,12,150,11,1,6
756,35,2,4,103,4,5,17
756,35,3,11,153,3,5,23
756,35,4,5,256,4,4,28
756,35,5,4,147,13,3,40
756,35,6,10,192,19,0,51
756,35,7,5,161,6,5,58
756,35,8,7,96,5,1,68
756,35,9,10,224,11,2,77
756,35,10,9,164,17,5,88
756,35,11,11,160,10,1,94
756,35,12,13,210,8,4,100
756,35,13,7,229,14,1,111
756,35,14,11,121,5,4,120
756,35,15,9,166,7,2,134
757,270,1,9,199,9,2,5
757,270,2,6,224,16,2,15
757,270,3,10,70,3,2,28
757,270,4,3,159,15,0,37
757,270,5,6,178,0,4,42
757,270,6,9,159,16,5,55
757,270,7,8,215,9,2,64
757,270,8,7,171,4,0,76
757,270,9,7,154,3,4,90
757,270,10,6,226,19,5,98
757,270,11,6,224,14,2,110
757,270,12,9,154,14,0,115
757,270,13,6,169,16,3,122
757,270,14,11,175,17,3,133
757,270,15,9,139,15,5,145
758,442,1,9,162,12,5,6
758,442,2,4,174,4,4,16
758,442,3,7,112,19,4,25
758,442,4,7,55,11,4,37
758,442,5,5,122,8,1,48
758,442,6,10,81,17,0,59
758,442,7,6,163,18,4,66
758,442,8,6,58,2,3,76
758,442,9,6,179,1,1,82
758,442,10,8,145,12,5,95
758,442,11,8,208,10,1,101
758,442,12,4,161,10,3,108
758,442,13,7,131,0,0,120
758,442,14,10,190,19,0,125
758,442,15,4,125,12,2,130
759,121,1,8,264,2,4,12
759,121,2,10,239,5,3,25
759,121,3,8,295,20,3,36
759,121,4,9,208,3,4,48
759,121,5,10,134,18,3,57
759,121,6,10,267,16,4,68
759,121,7,7,131,7,4,73
759,121,8,8,260,8,3,80
759,121,9,13,252,18,3,92
759,121,10,6,118,9,1,100
759,121,11,13,289,16,5,108
759,121,12,8,223,7,0,113
759,121,13,10,201,1,5,118
759,121,14,9,172,18,0,127
759,121,15,7,96,13,2,137
760,69,1,7,119,20,3,8
760,69,2,7,186,4,5,22
760,69,3,6,280,18,2,35
760,69,4,8,246,9,1,42
760,69,5,9,184,12,2,51
760,69,6,7,239,13,4,64
760,69,7,6,101,6,0,77
760,69,8,10,194,9,2,91
760,69,9,9,150,8,3,96
760,69,10,8,181,20,5,109
760,69,11,7,137,4,0,122
760,69,12,11,193,7,1,130
760,69,13,11,243,11,5,138
760,69,14,10,134,3,4,143
760,69,15,8,225,11,1,148
761,180,1,11,188,0,3,14
761,180,2,8,263,14,3,27
761,180,3,6,266,14,2,41
761,180,4,5,311,12,0,55
761,180,5,7,301,17,1,62
761,180,6,14,266,2,4,72
761,180,7,9,204,9,4,86
761,180,8,9,221,20,5,92
761,180,9,11,198,14,0,97
761,180,10,11,279,11,2,106
761,180,11,11,306,9,2,112
761,180,12,6,171,16,1,123
761,180,13,10,221,4,4,132
761,180,14,11,229,13,0,139
761,180,15,9,315,18,4,151
762,357,1,5,95,2,2,8
762,357,2,5,167,7,4,13
762,357,3,7,49,5,4,24
762,357,4,10,106,9,1,34
762,357,5,7,76,4,3,40
762,357,6,7,147,5,3,51
762,357,7,11,188,9,2,59
762,357,8,8,155,6,1,69
762,357,9,9,168,7,2,82
762,357,10,7,189,4,2,92
762,357,11,10,120,2,2,98
762,357,12,3,163,0,3,105
762,357,13,8,219,15,4,116
762,357,14,7,79,6,3,129
762,357,15,6,164,13,5,139
763,205,1,11,120,9,3,7
763,205,2,9,186,20,4,19
763,205,3,6,78,16,2,29
763,205,4,10,134,9,3,35
763,205,5,10,203,0,5,41
763,205,6,11,145,13,5,52
763,205,7,9,120,15,1,57
763,205,8,9,272,11,2,65
763,205,9,8,238,18,1,79
763,205,10,10,101,20,3,86
763,205,11,7,199,11,4,93
763,205,12,6,100,2,0,105
763,205,13,9,194,16,1,116
763,205,14,6,151,5,2,126
763,205,15,10,213,15,4,133
764,87,1,12,270,19,0,9
764,87,2,6,171,6,2,18
764,87,3,7,238,5,3,30
764,87,4,11,202,8,2,35
764,87,5,10,210,15,5,45
764,87,6,8,148,16,4,52
764,87,7,7,244,6,4,58
764,87,8,9,172,13,1,63
764,87,9,9,119,14,2,74
764,87,10,7,250,14,2,83
764,87,11,9,197,17,0,92
764,87,12,9,244,16,4,98
764,87,13,12,151,8,4,103
764,87,14,11,261,14,5,108
764,87,15,13,199,13,3,115
765,425,1,6,124,16,2,13
765,425,2,6,133,14,0,22
765,425,3,5,72,5,4,29
765,425,4,4,127,9,5,42
765,425,5,7,91,5,3,55
765,425,6,8,96,2,2,64
765,425,7,5,162,19,3,69
765,425,8,8,57,14,2,78
765,425,9,3,191,17,4,85
765,425,10,7,120,15,4,93
765,425,11,6,154,8,2,101
765,425,12,6,123,7,3,108
765,425,13,6,185,1,3,114
765,425,14,5,83,18,1,122
765,425,15,5,48,9,2,134
766,174,1,11,155,4,5,11
766,174,2,9,125,12,3,25
766,174,3,12,159,3,0,36
766,174,4,5,196,2,3,43
766,174,5,6,220,20,2,49
766,174,6,7,281,14,0,57
766,174,7,10,229,0,0,66
766,174,8,6,203,12,5,80
766,174,9,9,175,18,4,91
766,174,10,8,153,17,3,96
766,174,11,13,224,11,4,108
766,174,12,11,142,18,4,115
766,174,13,7,187,12,1,121
766,174,14,12,268,19,5,128
766,174,15,6,152,20,2,138
767,128,1,14,263,16,2,8
767,128,2,8,200,6,5,19
767,128,3,10,219,0,4,24
767,128,4,11,176,4,5,36
767,128,5,13,172,8,0,46
767,128,6,7,285,8,4,59
767,128,7,9,179,15,0,69
767,128,8,11,201,16,3,74
767,128,9,8,198,3,2,85
767,128,10,7,205,16,2,98
767,128,11,12,239,19,1,112
767,128,12,12,211,2,3,122
767,128,13,11,288,8,4,132
767,128,14,9,244,18,0,144
767,128,15,8,263,8,4,150
768,112,1,3,211,16,3,14
768,112,2,9,106,5,3,28
768,112,3,5,174,18,0,35
768,112,4,5,199,1,5,41
768,112,5,8,86,6,0,48
768,112,6,5,119,3,2,56
768,112,7,3,86,20,2,70
768,112,8,8,90,7,2,82
768,112,9,9,94,10,4,95
768,112,10,7,130,7,0,108
768,112,11,8,184,16,0,118
768,112,12,9,155,12,2,128
768,112,13,7,107,7,5,138
768,112,14,10,135,5,2,149
768,112,15,7,143,5,5,157
769,474,1,9,244,15,2,8
769,474,2,8,207,16,4,22
769,474,3,13,116,6,4,29
769,474,4,10,238,19,4,39
769,474,5,8,155,9,3,45
769,474,6,6,137,13,0,55
769,474,7,8,239,1,1,66
769,474,8,8,135,3,4,73
769,474,9,10,227,16,1,83
769,474,10,9,250,17,1,90
769,474,11,6,142,8,2,95
769,474,12,9,263,14,4,109
769,474,13,7,178,1,1,116
769,474,14,14,200,5,1,125
769,474,15,8,169,9,5,133
770,212,1,10,213,8,5,14
770,212,2,9,184,11,0,21
770,212,3,7,194,8,1,33
770,212,4,5,189,8,0,41
770,212,5,5,287,9,4,53
770,212,6,7,257,7,1,62
770,212,7,10,102,11,5,71
770,212,8,6,284,12,4,79
770,212,9,10,191,14,1,85
770,212,10,4,126,18,4,93
770,212,11,8,145,12,2,107
770,212,12,9,123,18,5,112
770,212,13,6,244,4,2,120
770,212,14,7,211,4,3,131
770,212,15,7,129,7,3,141
771,220,1,8,215,6,4,5
771,220,2,12,212,4,3,18
771,220,3,6,151,8,2,31
771,220,4,6,234,14,5,45
771,220,5,9,152,10,2,50
771,220,6,10,235,6,3,63
771,220,7,12,162,5,0,74
771,220,8,11,85,16,5,80
771,220,9,7,147,13,2,94
771,220,10,9,110,11,1,102
771,220,11,11,106,10,2,114
771,220,12,8,244,18,0,120
771,220,13,8,177,0,3,126
771,220,14,9,237,20,0,134
771,220,15,11,200,7,0,144
772,465,1,8,104,14,0,7
772,465,2,8,180,2,2,14
772,465,3,7,132,20,5,21
772,465,4,6,122,20,3,27
772,465,5,6,135,17,5,38
772,465,6,8,163,6,0,51
772,465,7,10,130,13,0,59
772,465,8,6,112,4,5,70
772,465,9,10,105,20,4,78
772,465,10,8,107,6,0,91
772,465,11,8,154,5,4,98
772,465,12,8,204,12,4,110
772,465,13,3,112,4,2,124
772,465,14,8,206,17,5,129
772,465,15,8,182,4,3,135
773,480,1,9,160,6,3,13
773,480,2,7,164,14,5,25
773,480,3,9,133,7,0,35
773,480,4,9,97,4,5,44
773,480,5,10,228,7,0,55
773,480,6,4,187,14,4,62
773,480,7,11,196,5,4,68
773,480,8,7,188,19,2,76
773,480,9,9,191,3,5,81
773,480,10,4,48,19,5,90
773,480,11,6,82,11,0,100
773,480,12,8,223,7,2,110
773,480,13,4,83,11,3,120
773,480,14,5,211,16,5,130
773,480,15,6,226,4,1,142
774,208,1,6,50,3,2,7
774,208,2,4,199,0,3,18
774,208,3,7,154,16,1,23
774,208,4,8,194,7,5,34
774,208,5,5,164,5,5,40
774,208,6,7,146,3,0,48
774,208,7,4,99,5,4,62
774,208,8,3,175,3,1,67
774,208,9,8,120,1,4,77
774,208,10,8,47,8,5,87
774,208,11,5,215,7,5,93
774,208,12,7,148,3,3,107
774,208,13,7,113,1,4,112
774,208,14,7,154,4,5,126
774,208,15,10,49,20,4,132
775,309,1,13,191,17,0,9
775,309,2,11,180,9,5,21
775,309,3,11,227,0,2,32
775,309,4,10,204,5,2,42
775,309,5,11,243,11,2,48
775,309,6,7,166,18,0,62
775,309,7,11,272,16,3,68
775,309,8,12,273,19,1,79
775,309,9,9,134,13,2,88
775,309,10,11,146,17,3,97
775,309,11,13,235,12,0,103
775,309,12,10,197,9,0,109
775,309,13,8,191,1,2,114
775,309,14,9,230,9,5,121
775,309,15,13,164,18,1,135
776,75,1,5,111,4,0,8
776,75,2,6,142,17,1,22
776,75,3,9,183,20,2,28
776,75,4,12,114,18,1,35
776,75,5,8,191,1,4,48
776,75,6,5,217,19,2,54
776,75,7,9,203,3,4,61
776,75,8,8,134,8,0,66
776,75,9,7,136,0,2,78
776,75,10,2,83,9,5,85
776,75,11,9,188,0,5,92
776,75,12,8,88,18,4,102
776,75,13,5,82,4,5,109
776,75,14,8,229,4,2,123
776,75,15,6,197,15,0,130
777,167,1,7,108,18,0,8
777,167,2,9,206,1,5,13
777,167,3,8,212,20,4,26
777,167,4,10,155,14,3,35
777,167,5,11,183,20,2,43
777,167,6,9,272,12,2,52
777,167,7,7,214,10,1,62
777,167,8,12,205,7,0,72
777,167,9,8,216,18,4,82
777,167,10,7,157,13,2,96
777,167,11,11,171,18,2,101
777,167,12,7,145,16,4,113
777,167,13,5,210,0,1,121
777,167,14,8,154,15,4,131
777,167,15,11,129,20,1,142
778,438,1,8,82,15,4,12
778,438,2,8,57,19,2,26
778,438,3,5,160,14,0,39
778,438,4,8,161,18,5,53
778,438,5,8,155,14,3,63
778,438,6,11,237,2,5,76
778,438,7,7,121,18,1,87
778,438,8,8,181,8,2,92
778,438,9,8,122,5,5,105
778,438,10,11,110,18,4,110
778,438,11,3,187,13,0,122
778,438,12,5,226,2,2,136
778,438,13,9,164,20,0,144
778,438,14,13,67,6,3,156
778,438,15,9,170,9,5,170
779,492,1,9,270,11,1,5
779,492,2,7,196,17,5,19
779,492,3,14,213,15,2,31
779,492,4,10,198,15,4,41
779,492,5,12,139,6,1,47
779,492,6,7,239,4,5,61
779,492,7,7,115,1,5,75
779,492,8,10,220,14,5,89
779,492,9,10,281,17,5,98
779,492,10,9,225,7,4,108
779,492,11,13,238,4,0,115
779,492,12,12,217,6,3,126
779,492,13,10,244,18,0,134
779,492,14,8,198,5,3,139
779,492,15,9,165,4,1,144
780,399,1,6,246,2,1,9
780,399,2,7,89,9,3,17
780,399,3,8,201,11,2,29
780,399,4,9,166,13,3,40
780,399,5,2,121,2,1,49
780,399,6,4,187,9,1,58
780,399,7,10,122,2,2,63
780,399,8,8,39,5,5,75
780,399,9,7,120,12,2,82
780,399,10,7,115,2,1,88
780,399,11,4,207,1,4,94
780,399,12,2,122,10,4,101
780,399,13,6,103,8,1,111
780,399,14,6,164,14,1,122
780,399,15,10,117,4,3,132
781,458,1,12,240,14,3,13
781,458,2,11,128,3,0,21
781,458,3,8,213,14,4,28
781,458,4,13,252,16,0,37
781,458,5,8,208,6,3,42
781,458,6,6,261,16,0,52
781,458,7,10,199,5,0,60
781,458,8,5,233,1,0,73
781,458,9,8,222,1,3,86
781,458,10,10,142,6,1,97
781,458,11,9,199,10,3,108
781,458,12,9,271,15,1,120
781,458,13,9,161,2,5,127
781,458,14,9,151,10,3,138
781,458,15,12,209,11,1,146
782,97,1,6,204,11,1,10
782,97,2,11,224,4,4,23
782,97,3,5,179,16,2,35
782,97,4,13,139,5,4,49
782,97,5,11,199,17,0,62
782,97,6,8,271,2,0,75
782,97,7,10,154,3,0,84
782,97,8,11,148,4,3,94
782,97,9,10,212,3,0,101
782,97,10,6,237,8,0,114
782,97,11,5,145,6,3,122
782,97,12,10,128,1,2,132
782,97,13,6,165,0,0,140
782,97,14,5,189,3,3,150
782,97,15,9,192,17,3,160
783,234,1,8,176,16,1,10
783,234,2,10,159,20,5,17
783,234,3,6,164,11,4,29
783,234,4,6,131,14,3,42
783,234,5,6,66,13,4,56
783,234,6,6,192,2,0,67
783,234,7,10,112,15,0,80
783,234,8,10,138,11,1,86
783,234,9,11,161,17,3,91
783,234,10,9,127,18,5,102
783,234,11,9,154,20,5,110
783,234,12,11,91,1,3,118
783,234,13,5,124,3,0,131
783,234,14,5,171,10,1,140
783,234,15,8,113,18,1,147
784,467,1,9,133,17,1,6
784,467,2,5,244,6,0,20
784,467,3,11,110,4,2,27
784,467,4,9,214,19,5,34
784,467,5,6,192,1,1,42
784,467,6,6,169,20,2,52
784,467,7,12,159,15,4,59
784,467,8,9,207,20,4,69
784,467,9,11,273,10,5,83
784,467,10,6,203,0,0,93
784,467,11,7,192,15,3,105
784,467,12,6,217,2,5,115
784,467,13,12,227,8,0,127
784,467,14,8,205,6,0,135
784,467,15,9,142,1,4,144
785,67,1,5,142,14,1,9
785,67,2,7,280,16,4,17
785,67,3,11,188,12,5,28
785,67,4,13,291,15,0,33
785,67,5,11,287,16,1,38
785,67,6,12,128,13,4,51
785,67,7,9,177,3,3,63
785,67,8,11,235,8,5,74
785,67,9,12,285,1,3,85
785,67,10,12,231,4,1,90
785,67,11,10,206,7,4,103
785,67,12,8,217,18,3,114
785,67,13,6,158,12,3,126
785,67,14,11,121,0,2,135
785,67,15,5,136,19,5,143
786,491,1,10,282,9,1,9
786,491,2,9,228,15,5,23
786,491,3,9,235,15,4,30
786,491,4,12,159,12,0,38
786,491,5,10,233,1,2,52
786,491,6,13,182,0,2,61
786,491,7,13,206,13,4,69
786,491,8,10,275,16,1,78
786,491,9,10,223,4,1,89
786,491,10,6,192,14,0,103
786,491,11,7,143,9,4,114
786,491,12,10,150,7,4,119
786,491,13,8,155,2,2,125
786,491,14,10,201,13,2,136
786,491,15,11,257,13,4,141
787,357,1,7,225,4,0,8
787,357,2,9,140,17,4,17
787,357,3,7,204,3,0,29
787,357,4,12,98,13,2,41
787,357,5,8,236,3,4,52
787,357,6,11,151,10,3,63
787,357,7,6,189,3,1,68
787,357,8,14,115,5,4,78
787,357,9,9,127,4,2,85
787,357,10,6,124,11,0,92
787,357,11,8,240,9,5,99
787,357,12,6,167,0,2,109
787,357,13,8,203,15,5,122
787,357,14,7,226,14,0,133
787,357,15,6,243,11,1,145
788,486,1,6,186,19,5,11
788,486,2,7,128,1,0,21
788,486,3,8,69,15,1,30
788,486,4,2,194,6,1,37
788,486,5,4,81,10,5,47
788,486,6,5,89,7,0,58
788,486,7,9,187,2,4,70
788,486,8,4,77,1,4,75
788,486,9,5,115,5,2,85
788,486,10,7,150,3,2,92
788,486,11,6,120,5,4,101
788,486,12,6,52,13,3,106
788,486,13,7,164,12,4,117
788,486,14,10,145,18,4,131
788,486,15,4,106,0,5,145
789,263,1,10,251,2,5,6
789,263,2,9,229,1,4,12
789,263,3,5,167,7,1,24
789,263,4,9,154,13,2,34
789,263,5,8,119,18,4,48
789,263,6,5,202,7,5,56
789,263,7,7,281,8,0,70
789,263,8,7,211,9,2,76
789,263,9,7,147,15,0,88
789,263,10,5,169,1,3,100
789,263,11,10,238,11,1,111
789,263,12,12,185,15,0,120
789,263,13,8,190,13,2,127
789,263,14,11,230,15,4,133
789,263,15,5,227,1,5,142
790,424,1,7,160,16,3,9
790,424,2,1,42,18,5,16
790,424,3,6,104,6,3,25
790,424,4,8,137,15,2,35
790,424,5,8,104,18,5,40
790,424,6,7,163,20,0,48
790,424,7,9,199,0,0,55
790,424,8,7,140,8,5,61
790,424,9,10,126,4,2,72
790,424,10,5,144,20,5,80
790,424,11,8,153,7,3,86
790,424,12,3,140,12,1,91
790,424,13,5,88,15,5,99
790,424,14,9,181,6,1,105
790,424,15,6,193,18,3,118
791,146,1,10,201,12,2,5
791,146,2,12,177,0,4,19
791,146,3,11,214,15,5,28
791,146,4,5,227,11,4,38
791,146,5,10,169,17,5,50
791,146,6,11,107,16,0,59
791,146,7,11,210,16,1,70
791,146,8,5,188,14,1,82
791,146,9,7,196,19,2,91
791,146,10,7,230,7,4,97
791,146,11,10,222,1,3,108
791,146,12,9,168,3,3,115
791,146,13,9,227,8,4,126
791,146,14,9,186,11,1,139
791,146,15,10,230,17,1,150
792,393,1,9,228,10,5,7
792,393,2,8,209,14,1,14
792,393,3,8,234,15,1,21
792,393,4,8,240,15,1,27
792,393,5,8,185,13,0,33
792,393,6,10,218,15,5,41
792,393,7,6,180,1,5,53
792,393,8,7,250,7,0,60
792,393,9,6,122,0,2,73
792,393,10,12,120,11,4,82
792,393,11,6,168,10,4,88
792,393,12,7,69,19,3,95
792,393,13,10,149,4,5,106
792,393,14,5,109,3,1,120
792,393,15,9,203,16,2,128
793,393,1,6,160,18,0,14
793,393,2,9,141,3,1,28
793,393,3,7,176,16,3,34
793,393,4,4,72,3,2,41
793,393,5,8,184,1,4,55
793,393,6,8,83,13,1,61
793,393,7,11,143,1,3,73
793,393,8,9,92,8,0,87
793,393,9,9,202,9,0,93
793,393,10,6,196,4,2,101
793,393,11,8,117,14,2,109
793,393,12,5,79,7,3,119
793,393,13,9,173,16,5,124
793,393,14,7,91,12,5,132
793,393,15,6,178,14,1,146
794,147,1,3,116,7,2,12
794,147,2,10,99,20,1,25
794,147,3,4,226,16,5,30
794,147,4,8,112,16,4,37
794,147,5,4,179,10,1,50
794,147,6,6,165,17,0,63
794,147,7,3,156,18,1,71
794,147,8,3,51,7,2,79
794,147,9,9,113,4,3,87
794,147,10,3,135,9,4,100
794,147,11,3,223,9,5,111
794,147,12,7,78,14,2,118
794,147,13,7,137,17,5,125
794,147,14,8,116,0,3,133
794,147,15,9,194,19,4,145
795,167,1,9,130,19,5,12
795,167,2,8,223,13,1,25
795,167,3,8,187,17,4,30
795,167,4,12,114,2,0,38
795,167,5,10,288,14,3,44
795,167,6,9,262,7,2,52
795,167,7,11,247,16,4,59
795,167,8,9,145,17,5,67
795,167,9,4,232,0,0,75
795,167,10,10,309,13,1,87
795,167,11,12,128,7,5,101
795,167,12,9,147,6,4,106
795,167,13,8,241,20,0,120
795,167,14,10,184,19,3,131
795,167,15,9,184,5,2,136
796,258,1,8,149,7,1,13
796,258,2,6,96,18,1,24
796,258,3,7,164,15,4,34
796,258,4,8,147,17,2,48
796,258,5,10,83,6,0,55
796,258,6,9,48,15,2,61
796,258,7,9,100,0,3,71
796,258,8,7,162,20,4,80
796,258,9,5,57,2,2,89
796,258,10,7,125,1,5,100
796,258,11,6,58,20,4,112
796,258,12,5,111,2,2,126
796,258,13,2,171,14,2,137
796,258,14,8,167,11,0,148
796,258,15,6,156,15,1,160
797,20,1,10,291,14,3,8
797,20,2,11,180,7,4,22
797,20,3,11,145,6,3,36
797,20,4,6,305,5,3,42
797,20,5,8,226,18,0,53
797,20,6,7,233,3,1,63
797,20,7,9,175,14,0,77
797,20,8,8,177,4,1,86
797,20,9,12,153,7,4,99
797,20,10,10,168,10,2,104
797,20,11,8,198,9,2,113
